"","inv2","inv3","website"
"3720","Linda Avey","5397634449670144","http://www.seed-db.com/investorgraph/investorview?investorid=5397634449670144"
"3721","Linda MacKenzie","6078506354081792","http://www.seed-db.com/investorgraph/investorview?investorid=6078506354081792"
"3722","Linda Pizzuti Henry","5171525493719040","http://www.seed-db.com/investorgraph/investorview?investorid=5171525493719040"
"3723","Linda Rottenberg","6137917789437952","http://www.seed-db.com/investorgraph/investorview?investorid=6137917789437952"
"3724","Lindsay Lee","5942062948024320","http://www.seed-db.com/investorgraph/investorview?investorid=5942062948024320"
"3725","Ling Xiao","4901997190840320","http://www.seed-db.com/investorgraph/investorview?investorid=4901997190840320"
"3726","Lion Wells Capital","6380303874523136","http://www.seed-db.com/investorgraph/investorview?investorid=6380303874523136"
"3727","LionBird","4618946279899136","http://www.seed-db.com/investorgraph/investorview?investorid=4618946279899136"
"3728","LionRock Capital (Hong Kong)","5640036099817472","http://www.seed-db.com/investorgraph/investorview?investorid=5640036099817472"
"3729","Lior Prosor","5856487205240832","http://www.seed-db.com/investorgraph/investorview?investorid=5856487205240832"
"3730","Lior Ron","5662326476767232","http://www.seed-db.com/investorgraph/investorview?investorid=5662326476767232"
"3731","Liquid 2","56335671576494082","http://www.seed-db.com/investorgraph/investorview?investorid=56335671576494082"
"3732","Liquid2 Ventures","47504666006650882","http://www.seed-db.com/investorgraph/investorview?investorid=47504666006650882"
"3733","Liron Shapira","4624104422375424","http://www.seed-db.com/investorgraph/investorview?investorid=4624104422375424"
"3734","Lisa Gansky","6083729705402368","http://www.seed-db.com/investorgraph/investorview?investorid=6083729705402368"
"3735","Lisa Shields","5127388769812480","http://www.seed-db.com/investorgraph/investorview?investorid=5127388769812480"
"3736","Listen","4998099411927040","http://www.seed-db.com/investorgraph/investorview?investorid=4998099411927040"
"3737","Listen Ventures","5465735266566144","http://www.seed-db.com/investorgraph/investorview?investorid=5465735266566144"
"3738","LiveOak Venture Partners","5316215530586112","http://www.seed-db.com/investorgraph/investorview?investorid=5316215530586112"
"3739","Liz Wessel","5950243719872512","http://www.seed-db.com/investorgraph/investorview?investorid=5950243719872512"
"3740","Llew Claasen","6324186372898816","http://www.seed-db.com/investorgraph/investorview?investorid=6324186372898816"
"3741","Lloyd Price","5990854762168320","http://www.seed-db.com/investorgraph/investorview?investorid=5990854762168320"
"3742","LocalGlobe","4883010532933632","http://www.seed-db.com/investorgraph/investorview?investorid=4883010532933632"
"3743","Locke Mountain Ventures","5179403843665920","http://www.seed-db.com/investorgraph/investorview?investorid=5179403843665920"
"3744","Lon Chow","4708168957427712","http://www.seed-db.com/investorgraph/investorview?investorid=4708168957427712"
"3745","London Capital Group","5150996376322048","http://www.seed-db.com/investorgraph/investorview?investorid=5150996376322048"
"3746","London Co-Investment Fund","5075498451337216","http://www.seed-db.com/investorgraph/investorview?investorid=5075498451337216"
"3747","Longworth Venture Partners","5859236567318528","http://www.seed-db.com/investorgraph/investorview?investorid=5859236567318528"
"3748","Loren Siebert","5672648558247936","http://www.seed-db.com/investorgraph/investorview?investorid=5672648558247936"
"3749","Loren Siebert","5970586845052928","http://www.seed-db.com/investorgraph/investorview?investorid=5970586845052928"
"3750","Lorenzo Barbantini Scanni","6207032986173440","http://www.seed-db.com/investorgraph/investorview?investorid=6207032986173440"
"3751","Lorenzo Thione","4658985839886336","http://www.seed-db.com/investorgraph/investorview?investorid=4658985839886336"
"3752","Lorenzo Thione","5937790646747136","http://www.seed-db.com/investorgraph/investorview?investorid=5937790646747136"
"3753","Lotte Accelerator","5108324013965312","http://www.seed-db.com/investorgraph/investorview?investorid=5108324013965312"
"3754","Lou Kerner","6133668254842880","http://www.seed-db.com/investorgraph/investorview?investorid=6133668254842880"
"3755","Louay Al Kadri","5384164652089344","http://www.seed-db.com/investorgraph/investorview?investorid=5384164652089344"
"3756","Louis Beryl","5206145065025536","http://www.seed-db.com/investorgraph/investorview?investorid=5206145065025536"
"3757","Louis DiSano","6327157299085312","http://www.seed-db.com/investorgraph/investorview?investorid=6327157299085312"
"3758","Louis Nauges","6255445316468736","http://www.seed-db.com/investorgraph/investorview?investorid=6255445316468736"
"3759","Lowe&#39;s Ventures","568908185809715239","http://www.seed-db.com/investorgraph/investorview?investorid=568908185809715239"
"3760","Lowercase Capital","5671600888217600","http://www.seed-db.com/investorgraph/investorview?investorid=5671600888217600"
"3761","Lowe’s","4935220524482560","http://www.seed-db.com/investorgraph/investorview?investorid=4935220524482560"
"3762","Luc Levesque","5162236955852800","http://www.seed-db.com/investorgraph/investorview?investorid=5162236955852800"
"3763","Luca Venturini","5174449850548224","http://www.seed-db.com/investorgraph/investorview?investorid=5174449850548224"
"3764","Lucas Brentjens","5625330127601664","http://www.seed-db.com/investorgraph/investorview?investorid=5625330127601664"
"3765","Lucas Nealan","4795325650829312","http://www.seed-db.com/investorgraph/investorview?investorid=4795325650829312"
"3766","Lucas Venture Group","6031209607987200","http://www.seed-db.com/investorgraph/investorview?investorid=6031209607987200"
"3767","Lucas Venture Group","6594266117701632","http://www.seed-db.com/investorgraph/investorview?investorid=6594266117701632"
"3768","Lucy Guo","6042208633356288","http://www.seed-db.com/investorgraph/investorview?investorid=6042208633356288"
"3769","Lucy McAllister","6254298195296256","http://www.seed-db.com/investorgraph/investorview?investorid=6254298195296256"
"3770","Lucy McAllister","6660158574821376","http://www.seed-db.com/investorgraph/investorview?investorid=6660158574821376"
"3771","Lucy McQuilken","5859152937091072","http://www.seed-db.com/investorgraph/investorview?investorid=5859152937091072"
"3772","Lucy McQuilken","6257126766804992","http://www.seed-db.com/investorgraph/investorview?investorid=6257126766804992"
"3773","Lucy Southworth Page","6492644909776896","http://www.seed-db.com/investorgraph/investorview?investorid=6492644909776896"
"3774","Ludlow Ventures","5078830439989248","http://www.seed-db.com/investorgraph/investorview?investorid=5078830439989248"
"3775","Ludovic Dumas","4802719726436352","http://www.seed-db.com/investorgraph/investorview?investorid=4802719726436352"
"3776","Ludow Ventures","5686404247977984","http://www.seed-db.com/investorgraph/investorview?investorid=5686404247977984"
"3777","Ludwig Pettersson","5737087680643072","http://www.seed-db.com/investorgraph/investorview?investorid=5737087680643072"
"3778","Luke Johnson","5599275882905600","http://www.seed-db.com/investorgraph/investorview?investorid=5599275882905600"
"3779","Luke Shepard","5594334959239168","http://www.seed-db.com/investorgraph/investorview?investorid=5594334959239168"
"3780","Luma Launch","5666943751159808","http://www.seed-db.com/investorgraph/investorview?investorid=5666943751159808"
"3781","Lumia Capital","6589903013937152","http://www.seed-db.com/investorgraph/investorview?investorid=6589903013937152"
"3782","Luminari Capital","6284781658570752","http://www.seed-db.com/investorgraph/investorview?investorid=6284781658570752"
"3783","Lunch Van Fund","5999387423539200","http://www.seed-db.com/investorgraph/investorview?investorid=5999387423539200"
"3784","Lux Capital","5577374775115776","http://www.seed-db.com/investorgraph/investorview?investorid=5577374775115776"
"3785","Lyle Fong","5131057896620032","http://www.seed-db.com/investorgraph/investorview?investorid=5131057896620032"
"3786","Lynett Capital","5079933357391872","http://www.seed-db.com/investorgraph/investorview?investorid=5079933357391872"
"3787","Lynn Jurich","6374808187043840","http://www.seed-db.com/investorgraph/investorview?investorid=6374808187043840"
"3788","Lyor Cohen","6671077728059392","http://www.seed-db.com/investorgraph/investorview?investorid=6671077728059392"
"3789","Lyuben Belov","5476957265330176","http://www.seed-db.com/investorgraph/investorview?investorid=5476957265330176"
"3790","Lánzame Capital SL","6014350921826304","http://www.seed-db.com/investorgraph/investorview?investorid=6014350921826304"
"3791","M &amp; Y Growth Partners","6090271716540416","http://www.seed-db.com/investorgraph/investorview?investorid=6090271716540416"
"3792","M Asif Rahman","6218633256632320","http://www.seed-db.com/investorgraph/investorview?investorid=6218633256632320"
"3793","M13","568605390615347213","http://www.seed-db.com/investorgraph/investorview?investorid=568605390615347213"
"3794","M25 Group","494244224355532825","http://www.seed-db.com/investorgraph/investorview?investorid=494244224355532825"
"3795","MATH Venture Partners","6307796140163072","http://www.seed-db.com/investorgraph/investorview?investorid=6307796140163072"
"3796","MB Venture Partners","6133232126918656","http://www.seed-db.com/investorgraph/investorview?investorid=6133232126918656"
"3797","MD Pham","6329222641483776","http://www.seed-db.com/investorgraph/investorview?investorid=6329222641483776"
"3798","MENA Venture Investments","5446700156059648","http://www.seed-db.com/investorgraph/investorview?investorid=5446700156059648"
"3799","METRO Cash &amp; Carry Deutschland","6572113494278144","http://www.seed-db.com/investorgraph/investorview?investorid=6572113494278144"
"3800","METRO GROUP","5399011359981568","http://www.seed-db.com/investorgraph/investorview?investorid=5399011359981568"
"3801","MHS Capital","6645742252851200","http://www.seed-db.com/investorgraph/investorview?investorid=6645742252851200"
"3802","MI Ventures","5850775213309952","http://www.seed-db.com/investorgraph/investorview?investorid=5850775213309952"
"3803","MITA Ventures","5242300653371392","http://www.seed-db.com/investorgraph/investorview?investorid=5242300653371392"
"3804","MITS Fund","5011795127304192","http://www.seed-db.com/investorgraph/investorview?investorid=5011795127304192"
"3805","MK Capital","4620636613771264","http://www.seed-db.com/investorgraph/investorview?investorid=4620636613771264"
"3806","MK Capital","5738107567603712","http://www.seed-db.com/investorgraph/investorview?investorid=5738107567603712"
"3807","MPGI Holdings Ltd.","5749729883324416","http://www.seed-db.com/investorgraph/investorview?investorid=5749729883324416"
"3808","MUFJ Capital","5336219776974848","http://www.seed-db.com/investorgraph/investorview?investorid=5336219776974848"
"3809","MVI (MENA Venture Investments)","4904718740488192","http://www.seed-db.com/investorgraph/investorview?investorid=4904718740488192"
"3810","MVP Academy","5208231177617408","http://www.seed-db.com/investorgraph/investorview?investorid=5208231177617408"
"3811","MaRS Innovation","6196747848122368","http://www.seed-db.com/investorgraph/investorview?investorid=6196747848122368"
"3812","MaRS Investment Accelerator Fund","5662366389764096","http://www.seed-db.com/investorgraph/investorview?investorid=5662366389764096"
"3813","MaRS Investment Accelerator Fund","6399949591805952","http://www.seed-db.com/investorgraph/investorview?investorid=6399949591805952"
"3814","Maayan Ventures","5445403449229312","http://www.seed-db.com/investorgraph/investorview?investorid=5445403449229312"
"3815","Maciej Bajkowski","5597165233635328","http://www.seed-db.com/investorgraph/investorview?investorid=5597165233635328"
"3816","Maciej Kranz","5708273919459328","http://www.seed-db.com/investorgraph/investorview?investorid=5708273919459328"
"3817","Mack Capital","5822748207087616","http://www.seed-db.com/investorgraph/investorview?investorid=5822748207087616"
"3818","Macquarie Bank","4895757559660544","http://www.seed-db.com/investorgraph/investorview?investorid=4895757559660544"
"3819","Macquarie Group","5692154303217664","http://www.seed-db.com/investorgraph/investorview?investorid=5692154303217664"
"3820","MacroVentures","5718326156197888","http://www.seed-db.com/investorgraph/investorview?investorid=5718326156197888"
"3821","Madison Angels","5270314304929792","http://www.seed-db.com/investorgraph/investorview?investorid=5270314304929792"
"3822","Madrona Venture Group","5322503899578368","http://www.seed-db.com/investorgraph/investorview?investorid=5322503899578368"
"3823","Magic Johnson Enterprises","6483158144909312","http://www.seed-db.com/investorgraph/investorview?investorid=6483158144909312"
"3824","Magic Stone Alternative","6112628766146560","http://www.seed-db.com/investorgraph/investorview?investorid=6112628766146560"
"3825","Magma Partners","4853875873939456","http://www.seed-db.com/investorgraph/investorview?investorid=4853875873939456"
"3826","Magma Venture Partners","5643794766626816","http://www.seed-db.com/investorgraph/investorview?investorid=5643794766626816"
"3827","Magma Venture Partners","6325063347339264","http://www.seed-db.com/investorgraph/investorview?investorid=6325063347339264"
"3828","Mahbod Moghadam","5652480247463936","http://www.seed-db.com/investorgraph/investorview?investorid=5652480247463936"
"3829","Mahdi Shariff","5658408057307136","http://www.seed-db.com/investorgraph/investorview?investorid=5658408057307136"
"3830","Mahdi Shariff","6049631783878656","http://www.seed-db.com/investorgraph/investorview?investorid=6049631783878656"
"3831","Maiden Lane Ventures","5273553620434944","http://www.seed-db.com/investorgraph/investorview?investorid=5273553620434944"
"3832","Maine Angels","5127267822862336","http://www.seed-db.com/investorgraph/investorview?investorid=5127267822862336"
"3833","Maine Technology Institute","4635882510352384","http://www.seed-db.com/investorgraph/investorview?investorid=4635882510352384"
"3834","Maine Venture Fund","4812553557377024","http://www.seed-db.com/investorgraph/investorview?investorid=4812553557377024"
"3835","Maine Venture Fund","6128321926529024","http://www.seed-db.com/investorgraph/investorview?investorid=6128321926529024"
"3836","Major League Baseball Ventures","4539805824188416","http://www.seed-db.com/investorgraph/investorview?investorid=4539805824188416"
"3837","Make in LA","5150935995121664","http://www.seed-db.com/investorgraph/investorview?investorid=5150935995121664"
"3838","MakingIdeasBusiness","6753805760724992","http://www.seed-db.com/investorgraph/investorview?investorid=6753805760724992"
"3839","Manatt Venture Fund","6750861845856256","http://www.seed-db.com/investorgraph/investorview?investorid=6750861845856256"
"3840","Mandell Ventures","6305818525827072","http://www.seed-db.com/investorgraph/investorview?investorid=6305818525827072"
"3841","Mandra Capital","5252728263540736","http://www.seed-db.com/investorgraph/investorview?investorid=5252728263540736"
"3842","Maneesh Arora","6533580285018112","http://www.seed-db.com/investorgraph/investorview?investorid=6533580285018112"
"3843","Mangrove Capital Partners","6587106554019840","http://www.seed-db.com/investorgraph/investorview?investorid=6587106554019840"
"3844","Manila Angel Investors Network","6231145922428928","http://www.seed-db.com/investorgraph/investorview?investorid=6231145922428928"
"3845","Manish Chandra","4731020494503936","http://www.seed-db.com/investorgraph/investorview?investorid=4731020494503936"
"3846","Manish Lachwani","5635312776642560","http://www.seed-db.com/investorgraph/investorview?investorid=5635312776642560"
"3847","Manish Lachwani","5646737305763840","http://www.seed-db.com/investorgraph/investorview?investorid=5646737305763840"
"3848","Manitou Ventures","6314444179111936","http://www.seed-db.com/investorgraph/investorview?investorid=6314444179111936"
"3849","Manoj Duggirala","5145724941500416","http://www.seed-db.com/investorgraph/investorview?investorid=5145724941500416"
"3850","Manu Kumar","5163559805779968","http://www.seed-db.com/investorgraph/investorview?investorid=5163559805779968"
"3851","Maple Leaf Angels","6495666297634816","http://www.seed-db.com/investorgraph/investorview?investorid=6495666297634816"
"3852","Mar Hershenson","5900880834461696","http://www.seed-db.com/investorgraph/investorview?investorid=5900880834461696"
"3853","Marc Altshuller","4644095758696448","http://www.seed-db.com/investorgraph/investorview?investorid=4644095758696448"
"3854","Marc Altshuller","5729283825729536","http://www.seed-db.com/investorgraph/investorview?investorid=5729283825729536"
"3855","Marc Andreessen","4687040029392896","http://www.seed-db.com/investorgraph/investorview?investorid=4687040029392896"
"3856","Marc Bell Ventures","6308428674760704","http://www.seed-db.com/investorgraph/investorview?investorid=6308428674760704"
"3857","Marc Benioff","4827629714669568","http://www.seed-db.com/investorgraph/investorview?investorid=4827629714669568"
"3858","Marc Bennett","6597343260442624","http://www.seed-db.com/investorgraph/investorview?investorid=6597343260442624"
"3859","Marc Berger","5094896402694144","http://www.seed-db.com/investorgraph/investorview?investorid=5094896402694144"
"3860","Marc Gieger","5945988095148032","http://www.seed-db.com/investorgraph/investorview?investorid=5945988095148032"
"3861","Marc Hustvedt","4730435678502912","http://www.seed-db.com/investorgraph/investorview?investorid=4730435678502912"
"3862","Marc Ingla","4919917182713856","http://www.seed-db.com/investorgraph/investorview?investorid=4919917182713856"
"3863","Marc Katz","6281634252849152","http://www.seed-db.com/investorgraph/investorview?investorid=6281634252849152"
"3864","Marc Michel","6201193340600320","http://www.seed-db.com/investorgraph/investorview?investorid=6201193340600320"
"3865","Marc Randolph","4854926899412992","http://www.seed-db.com/investorgraph/investorview?investorid=4854926899412992"
"3866","Marc Randolph","4980606412783616","http://www.seed-db.com/investorgraph/investorview?investorid=4980606412783616"
"3867","Marc Rothschild","6085950195105792","http://www.seed-db.com/investorgraph/investorview?investorid=6085950195105792"
"3868","Marc Silverman","5221047641047040","http://www.seed-db.com/investorgraph/investorview?investorid=5221047641047040"
"3869","Marc Simoncini","5658125524795392","http://www.seed-db.com/investorgraph/investorview?investorid=5658125524795392"
"3870","Marc Spangenberg","5764288262176768","http://www.seed-db.com/investorgraph/investorview?investorid=5764288262176768"
"3871","Marc de La Bruyere","6058776973017088","http://www.seed-db.com/investorgraph/investorview?investorid=6058776973017088"
"3872","Marc van der Chijs","6197893291573248","http://www.seed-db.com/investorgraph/investorview?investorid=6197893291573248"
"3873","Marcel Beemsterboer","5212738225700864","http://www.seed-db.com/investorgraph/investorview?investorid=5212738225700864"
"3874","Marco Bergmann","4875715530981376","http://www.seed-db.com/investorgraph/investorview?investorid=4875715530981376"
"3875","Marco Giberti","6175691536072704","http://www.seed-db.com/investorgraph/investorview?investorid=6175691536072704"
"3876","Marco Houwen","6321399996088320","http://www.seed-db.com/investorgraph/investorview?investorid=6321399996088320"
"3877","Marco Valta","5743463039500288","http://www.seed-db.com/investorgraph/investorview?investorid=5743463039500288"
"3878","Marcos Galperin","4686895179104256","http://www.seed-db.com/investorgraph/investorview?investorid=4686895179104256"
"3879","Marcos Yamao","5302538039459840","http://www.seed-db.com/investorgraph/investorview?investorid=5302538039459840"
"3880","Marcus Daniels","6684545399128064","http://www.seed-db.com/investorgraph/investorview?investorid=6684545399128064"
"3881","Marcus Greenwood","5810873792724992","http://www.seed-db.com/investorgraph/investorview?investorid=5810873792724992"
"3882","Marek Fodor","5267661462175744","http://www.seed-db.com/investorgraph/investorview?investorid=5267661462175744"
"3883","Marek Olszewski","5169925991694336","http://www.seed-db.com/investorgraph/investorview?investorid=5169925991694336"
"3884","Margaret H. Lawrence","5321250574434304","http://www.seed-db.com/investorgraph/investorview?investorid=5321250574434304"
"3885","Mariam Naficy","4901845973598208","http://www.seed-db.com/investorgraph/investorview?investorid=4901845973598208"
"3886","Mariano Torrecilla","5368008436350976","http://www.seed-db.com/investorgraph/investorview?investorid=5368008436350976"
"3887","Mario Feghali","4803520435847168","http://www.seed-db.com/investorgraph/investorview?investorid=4803520435847168"
"3888","Mario Letelier","6348763413086208","http://www.seed-db.com/investorgraph/investorview?investorid=6348763413086208"
"3889","Mario Ponticello","6238214767509504","http://www.seed-db.com/investorgraph/investorview?investorid=6238214767509504"
"3890","Mario Vazquez","4893038207827968","http://www.seed-db.com/investorgraph/investorview?investorid=4893038207827968"
"3891","Marissa Mayer","5174513184538624","http://www.seed-db.com/investorgraph/investorview?investorid=5174513184538624"
"3892","Mariusz Gralewski","6333284992679936","http://www.seed-db.com/investorgraph/investorview?investorid=6333284992679936"
"3893","Mark Allewell","6264072689418240","http://www.seed-db.com/investorgraph/investorview?investorid=6264072689418240"
"3894","Mark Attanasio","6101321891446784","http://www.seed-db.com/investorgraph/investorview?investorid=6101321891446784"
"3895","Mark Bakken","6290437320998912","http://www.seed-db.com/investorgraph/investorview?investorid=6290437320998912"
"3896","Mark Carthy","5545052898066432","http://www.seed-db.com/investorgraph/investorview?investorid=5545052898066432"
"3897","Mark Corrado","6216056930566144","http://www.seed-db.com/investorgraph/investorview?investorid=6216056930566144"
"3898","Mark Cuban","5212832882753536","http://www.seed-db.com/investorgraph/investorview?investorid=5212832882753536"
"3899","Mark Evans","4587043363487744","http://www.seed-db.com/investorgraph/investorview?investorid=4587043363487744"
"3900","Mark Friedgan","5241547255709696","http://www.seed-db.com/investorgraph/investorview?investorid=5241547255709696"
"3901","Mark Gillett","5713308392882176","http://www.seed-db.com/investorgraph/investorview?investorid=5713308392882176"
"3902","Mark Goines","6320163599155200","http://www.seed-db.com/investorgraph/investorview?investorid=6320163599155200"
"3903","Mark Griffis","6508799888195584","http://www.seed-db.com/investorgraph/investorview?investorid=6508799888195584"
"3904","Mark Harbottle","6463608795955200","http://www.seed-db.com/investorgraph/investorview?investorid=6463608795955200"
"3905","Mark Hasebroock","5966659319758848","http://www.seed-db.com/investorgraph/investorview?investorid=5966659319758848"
"3906","Mark Hawks","4782653320462336","http://www.seed-db.com/investorgraph/investorview?investorid=4782653320462336"
"3907","Mark Jung","6283836660908032","http://www.seed-db.com/investorgraph/investorview?investorid=6283836660908032"
"3908","Mark Kolokotrones","5649935022161920","http://www.seed-db.com/investorgraph/investorview?investorid=5649935022161920"
"3909","Mark LaRosa","6503305836494848","http://www.seed-db.com/investorgraph/investorview?investorid=6503305836494848"
"3910","Mark Lawrence","5451426062925824","http://www.seed-db.com/investorgraph/investorview?investorid=5451426062925824"
"3911","Mark Leslie","5945851188871168","http://www.seed-db.com/investorgraph/investorview?investorid=5945851188871168"
"3912","Mark Organ","6728625457987584","http://www.seed-db.com/investorgraph/investorview?investorid=6728625457987584"
"3913","Mark Pincus","5720288469712896","http://www.seed-db.com/investorgraph/investorview?investorid=5720288469712896"
"3914","Mark Platshon","5701642791944192","http://www.seed-db.com/investorgraph/investorview?investorid=5701642791944192"
"3915","Mark Plunkett","4679944298823680","http://www.seed-db.com/investorgraph/investorview?investorid=4679944298823680"
"3916","Mark Schwartz","6358760318566400","http://www.seed-db.com/investorgraph/investorview?investorid=6358760318566400"
"3917","Mark Stevens","6494204427501568","http://www.seed-db.com/investorgraph/investorview?investorid=6494204427501568"
"3918","Mark Sugarman","5067874834055168","http://www.seed-db.com/investorgraph/investorview?investorid=5067874834055168"
"3919","Mark Sullivan","6589099540480000","http://www.seed-db.com/investorgraph/investorview?investorid=6589099540480000"
"3920","Mark Tebbe","4621340690612224","http://www.seed-db.com/investorgraph/investorview?investorid=4621340690612224"
"3921","Mark Wachen","4896236599508992","http://www.seed-db.com/investorgraph/investorview?investorid=4896236599508992"
"3922","Mark Wachen","5144732950855680","http://www.seed-db.com/investorgraph/investorview?investorid=5144732950855680"
"3923","Mark Willamson","5479185912954880","http://www.seed-db.com/investorgraph/investorview?investorid=5479185912954880"
"3924","Mark Williamson","5076824790925312","http://www.seed-db.com/investorgraph/investorview?investorid=5076824790925312"
"3925","Mark Zuckerberg","6293614258814976","http://www.seed-db.com/investorgraph/investorview?investorid=6293614258814976"
"3926","Mark van Hartesvelt","6317288114356224","http://www.seed-db.com/investorgraph/investorview?investorid=6317288114356224"
"3927","Marker","5901373417717760","http://www.seed-db.com/investorgraph/investorview?investorid=5901373417717760"
"3928","Marko Vucinic","4802112709984256","http://www.seed-db.com/investorgraph/investorview?investorid=4802112709984256"
"3929","Markus A. Nordvik","5667764173799424","http://www.seed-db.com/investorgraph/investorview?investorid=5667764173799424"
"3930","Marta Esteve","5408135061700608","http://www.seed-db.com/investorgraph/investorview?investorid=5408135061700608"
"3931","Martijn Tjho","5107666598756352","http://www.seed-db.com/investorgraph/investorview?investorid=5107666598756352"
"3932","Martin Aboitiz","5185591750688768","http://www.seed-db.com/investorgraph/investorview?investorid=5185591750688768"
"3933","Martin Anazco","6002437382995968","http://www.seed-db.com/investorgraph/investorview?investorid=6002437382995968"
"3934","Martin Babinec","5826527874777088","http://www.seed-db.com/investorgraph/investorview?investorid=5826527874777088"
"3935","Martin Casado","5680350424465408","http://www.seed-db.com/investorgraph/investorview?investorid=5680350424465408"
"3936","Martin Frey","4963388157329408","http://www.seed-db.com/investorgraph/investorview?investorid=4963388157329408"
"3937","Martin Gorne","6498353902780416","http://www.seed-db.com/investorgraph/investorview?investorid=6498353902780416"
"3938","Martin Michlmayr","5440890373931008","http://www.seed-db.com/investorgraph/investorview?investorid=5440890373931008"
"3939","Martin Murphy","5489856763396096","http://www.seed-db.com/investorgraph/investorview?investorid=5489856763396096"
"3940","Martin Naor","6658375630716928","http://www.seed-db.com/investorgraph/investorview?investorid=6658375630716928"
"3941","Martin Varsavsky","6376824414142464","http://www.seed-db.com/investorgraph/investorview?investorid=6376824414142464"
"3942","Martín Alcalá Rubí","5144935003062272","http://www.seed-db.com/investorgraph/investorview?investorid=5144935003062272"
"3943","Marylou Garcia","4749059428450304","http://www.seed-db.com/investorgraph/investorview?investorid=4749059428450304"
"3944","Marzio Pozzuoli","6298252282429440","http://www.seed-db.com/investorgraph/investorview?investorid=6298252282429440"
"3945","MashUp Angels","5180166737231872","http://www.seed-db.com/investorgraph/investorview?investorid=5180166737231872"
"3946","MassChallenge","6148341184331776","http://www.seed-db.com/investorgraph/investorview?investorid=6148341184331776"
"3947","MassMutual Ventures","5420960119259136","http://www.seed-db.com/investorgraph/investorview?investorid=5420960119259136"
"3948","MassVentures","4882812796665856","http://www.seed-db.com/investorgraph/investorview?investorid=4882812796665856"
"3949","Massachusetts Technology Development Corporation","5980377357221888","http://www.seed-db.com/investorgraph/investorview?investorid=5980377357221888"
"3950","Massimiliano Pellegrini","5679236434100224","http://www.seed-db.com/investorgraph/investorview?investorid=5679236434100224"
"3951","Massimiliano Pellegrini","6630681308299264","http://www.seed-db.com/investorgraph/investorview?investorid=6630681308299264"
"3952","Massy Mehdipour","5397374335713280","http://www.seed-db.com/investorgraph/investorview?investorid=5397374335713280"
"3953","MasterCard","5553651422593024","http://www.seed-db.com/investorgraph/investorview?investorid=5553651422593024"
"3954","Mastercard Start Path","5177923958996992","http://www.seed-db.com/investorgraph/investorview?investorid=5177923958996992"
"3955","Mat Langley","5635847617511424","http://www.seed-db.com/investorgraph/investorview?investorid=5635847617511424"
"3956","Matadero Ventures","5697766684622848","http://www.seed-db.com/investorgraph/investorview?investorid=5697766684622848"
"3957","Matchstick Ventures","5433716708999168","http://www.seed-db.com/investorgraph/investorview?investorid=5433716708999168"
"3958","Mate Pencz","6289876848738304","http://www.seed-db.com/investorgraph/investorview?investorid=6289876848738304"
"3959","Math Venture Partners","5914731961384960","http://www.seed-db.com/investorgraph/investorview?investorid=5914731961384960"
"3960","Mathias Ackermand","5755394743861248","http://www.seed-db.com/investorgraph/investorview?investorid=5755394743861248"
"3961","Mathias Ackermand","5772626131681280","http://www.seed-db.com/investorgraph/investorview?investorid=5772626131681280"
"3962","Mathilde Collin","5649972624097280","http://www.seed-db.com/investorgraph/investorview?investorid=5649972624097280"
"3963","Matias de Tezanos","5659856451141632","http://www.seed-db.com/investorgraph/investorview?investorid=5659856451141632"
"3964","Matrix Partners","5216954541408256","http://www.seed-db.com/investorgraph/investorview?investorid=5216954541408256"
"3965","Matrix Partners China","6088741856739328","http://www.seed-db.com/investorgraph/investorview?investorid=6088741856739328"
"3966","Matrix Partners India","4654875929477120","http://www.seed-db.com/investorgraph/investorview?investorid=4654875929477120"
"3967","Matt Bellamy","5770107389214720","http://www.seed-db.com/investorgraph/investorview?investorid=5770107389214720"
"3968","Matt Biddulph","5695417954074624","http://www.seed-db.com/investorgraph/investorview?investorid=5695417954074624"
"3969","Matt Cutts","5422434366783488","http://www.seed-db.com/investorgraph/investorview?investorid=5422434366783488"
"3970","Matt Gilbert","6012077302874112","http://www.seed-db.com/investorgraph/investorview?investorid=6012077302874112"
"3971","Matt Grodin","6679403014651904","http://www.seed-db.com/investorgraph/investorview?investorid=6679403014651904"
"3972","Matt Haughey","5949022216912896","http://www.seed-db.com/investorgraph/investorview?investorid=5949022216912896"
"3973","Matt Huang","5454466228682752","http://www.seed-db.com/investorgraph/investorview?investorid=5454466228682752"
"3974","Matt Huang","5596725649604608","http://www.seed-db.com/investorgraph/investorview?investorid=5596725649604608"
"3975","Matt Huang","5764974920073216","http://www.seed-db.com/investorgraph/investorview?investorid=5764974920073216"
"3976","Matt Huang","6208468843233280","http://www.seed-db.com/investorgraph/investorview?investorid=6208468843233280"
"3977","Matt Humphrey","5469154752593920","http://www.seed-db.com/investorgraph/investorview?investorid=5469154752593920"
"3978","Matt Malloy","6136538836500480","http://www.seed-db.com/investorgraph/investorview?investorid=6136538836500480"
"3979","Matt Mastracci","5647987879444480","http://www.seed-db.com/investorgraph/investorview?investorid=5647987879444480"
"3980","Matt Matros","4532952675385344","http://www.seed-db.com/investorgraph/investorview?investorid=4532952675385344"
"3981","Matt Mazzeo","5692728285331456","http://www.seed-db.com/investorgraph/investorview?investorid=5692728285331456"
"3982","Matt Mazzeo","6397928037941248","http://www.seed-db.com/investorgraph/investorview?investorid=6397928037941248"
