"","x"
"248","5688866623193088"
"249","6456568526667776"
"250","5974063889514496"
"251","6695086322614272"
"252","5148270632370176"
"253","4764772864098304"
"254","6328874329702400"
"255","5921463928356864"
"256","5638906624081920"
"257","5657517153583104"
"258","5579323884961792"
"259","6343570621464576"
"260","6533977540132864"
"261","6661725168336896"
"262","4878823577354240"
"263","6313574465011712"
"264","4675134484905984"
"265","5915173269274624"
"266","6713722722582528"
"267","5388612568875008"
"268","4804682673291264"
"269","5824994072330240"
"270","6710704975380480"
"271","5722962070077440"
"272","5900177533566976"
"273","6315424002080768"
"274","4649147630092288"
"275","6247583349473280"
"276","5698679197401088"
"277","6583408675258368"
"278","4627336360099840"
"279","5738987331256320"
"280","4846131276152832"
"281","5464635268399104"
"282","5434648444272640"
"283","6656261164630016"
"284","5105249555578880"
"285","5280519147225088"
"286","6751295369117696"
"287","4932375700045824"
"288","5406735888023552"
"289","5155923593003008"
"290","5693122965143552"
"291","5634589259202560"
"292","6278812992012288"
"293","5436771970056192"
"294","4630259223756800"
"295","5085659555430400"
"296","4929569542897664"
"297","6322279122206720"
"298","6481490921652224"
"299","5655370592681984"
"300","5775680826507264"
"301","5208751049015296"
"302","5661074024038400"
"303","6712862491803648"
"304","5603611119714304"
"305","4967087168552960"
"306","5510112798048256"
"307","5982473691332608"
"308","5386545485840384"
"309","6093082235764736"
"310","5567978993090560"
"311","5769086982160384"
"312","5927011314827264"
"313","6347292219015168"
"314","6067035406598144"
"315","6398076352724992"
"316","5919090279448576"
"317","4836118449094656"
"318","6058204177891328"
"319","5660175318908928"
"320","5712211062292480"
"321","4722079551193088"
"322","4574321670356992"
"323","4681705247997952"
"324","6484461029949440"
"325","5725347421093888"
"326","5905789583622144"
"327","6312168010022912"
"328","5737473053294592"
"329","5149095853293568"
"330","6734960534749184"
"331","5525390638448640"
"332","5425607034798080"
"333","6071676118761472"
"334","5834135994105856"
"335","5892495351218176"
"336","5712924278521856"
"337","6560548351115264"
"338","6311658389504000"
"339","4583548992356352"
"340","5373439963561984"
"341","5693808301834240"
"342","5798500751114240"
"343","4884820962312192"
"344","4689260900777984"
"345","4756769494532096"
"346","5131115325030400"
"347","6547681971273728"
"348","4797478805176320"
"349","5741145233555456"
"350","4542825064562688"
"351","6149060452941824"
"352","6611195683405824"
"353","6627738286817280"
"354","6123175460995072"
"355","5757536305152000"
"356","6644366957346816"
"357","5921048327356416"
"358","6335693785661440"
"359","5562336920207360"
"360","6718641269637120"
"361","4827632667459584"
"362","4858649478430720"
"363","5005195742281728"
"364","5116914569314304"
"365","5099657088729088"
"366","6207091152781312"
"367","6685610316136448"
"368","4616523482136576"
"369","5592656805625856"
"370","6066673555603456"
"371","5668195969007616"
"372","4829460243152896"
"373","6166921972023296"
"374","5189944549048320"
"375","5960988633333760"
"376","6248712821014528"
"377","5981003050909696"
"378","6037606588481536"
"379","5676871853277184"
"380","5707434735697920"
"381","5854289570299904"
"382","5748401765351424"
"383","6225717029240832"
"384","5069755710963712"
"385","5701526492282880"
"386","4937428796178432"
"387","47505401519800323434"
"388","4801147214757888"
"389","6520123707883520"
"390","5069498277167104"
"391","5641611782389760"
"392","6703028958658560"
"393","4774705680613376"
"394","5148512526270464"
"395","5619185107337216"
"396","5679936060784640"
"397","5753571677044736"
"398","5905235696418816"
"399","6461994076995584"
"400","6611440785948672"
"401","5179806513627136"
"402","5152153266028544"
"403","5602725551144960"
"404","6418879127486464"
"405","5597595481145344"
"406","5106638839087104"
"407","4730092886425600"
"408","6331036304670720"
"409","5716850465832960"
"410","5559317554003968"
"411","6192951080255488"
"412","5812237881049088"
"413","5633797894701056"
"414","4658502521847808"
"415","5113265294147584"
"416","5144130283896832"
"417","5520010017505280"
"418","5723410843828224"
"419","6371234681978880"
"420","5550926127431680"
"421","5749366925033472"
"422","6294047110987776"
"423","5384588624920576"
"424","5187010096529408"
"425","4702708711817216"
"426","6646197951397888"
"427","5778904706973696"
"428","5797339373502464"
"429","6039907218751488"
"430","6204655017132032"
"431","6484092031860736"
"432","6393561369018368"
"433","4536668887449600"
"434","4516371039780864"
"435","5086959085027328"
"436","5376587872600064"
"437","4883369263366144"
"438","5354473421537280"
"439","5553963608834048"
"440","4785650972753920"
"441","5028028488876032"
"442","6516097759051776"
"443","6051015447019520"
"444","6231801089490944"
"445","5213629968285696"
"446","5480106545905664"
"447","5589928159215616"
"448","5771759089352704"
"449","5973869298974720"
"450","4633006492876800"
"451","4826526797266944"
"452","5824706905112576"
"453","4719154665881600"
"454","5683857500143616"
"455","5154416059482112"
"456","6081647959080960"
"457","5761751261904896"
"458","4778827095998464"
"459","4829998389133312"
"460","6473454471610368"
"461","5551317745401856"
"462","5758906399719424"
"463","5929262771077120"
"464","5055178155753472"
"465","6498859203166208"
"466","4791807539937280"
"467","5702697692954624"
"468","5136341813690368"
"469","5477519901851648"
"470","5410383221227520"
"471","5896103119552512"
"472","6007076992057344"
"473","5076134660145152"
"474","5201712155459584"
"475","4754491589001216"
"476","5492150808608768"
"477","5190212732846080"
"478","5146100918910976"
"479","5256636847357952"
"480","5178847712509952"
"481","5572787213172736"
"482","5960640774537216"
"483","5929218496004096"
"484","6346870779543552"
"485","4749719444127744"
"486","5644141199360000"
"487","6323008562003968"
"488","6391074985607168"
"489","6104917550825472"
"490","6664807243579392"
"491","5149686490988544"
"492","4885608816181248"
"493","6268271267414016"
"494","5759993714311168"
"495","5863827379847168"
"496","5750977403551744"
"497","5714395925577728"
"498","4872553210314752"
"499","6148264512454656"
"500","6743612238856192"
"501","5094856435171328"
"502","5763088691232768"
"503","6279928093868032"
"504","6247335784873984"
"505","5938216720924672"
"506","5119780369465344"
"507","5314896707190784"
"508","5656523824955392"
"509","5152119929700352"
"510","5966742752854016"
"511","6577866737188864"
"512","5298762293444608"
"513","5847522748661760"
"514","5900660084047872"
"515","5128713662365696"
"516","5907085053132800"
"517","4983679193448448"
"518","4884976654876672"
"519","6219137500053504"
"520","5199470266417152"
"521","5528172196003840"
"522","5798558607343616"
"523","5759385573785600"
"524","5080103746797568"
"525","5914550540959744"
"526","4940921586057216"
"527","5642977632321536"
"528","5452003874439168"
"529","4807192448335872"
"530","4827873986740224"
"531","5390839245176832"
"532","5642938956644352"
"533","6045262405435392"
"534","6560771676831744"
"535","5776313080086528"
"536","5081198304952320"
"537","5286185119252480"
"538","5510026227613696"
"539","5514178089451520"
"540","4715285479161856"
"541","5787145390260224"
"542","5560316775628800"
"543","5105158069420032"
"544","4600666995556352"
"545","5053183172804608"
"546","6264007170195456"
"547","5375647664832512"
"548","4724901344706560"
"549","4923218943016960"
"550","6692365897039872"
"551","4523508046495744"
"552","6448909538820096"
"553","4942142568923136"
"554","5632834949611520"
"555","5095761834409984"
"556","4692543358894080"
"557","5683140844584960"
"558","5763095687331840"
"559","5709923904126976"
"560","5277547671584768"
"561","6526795176214528"
"562","6017865845047296"
"563","5211547173388288"
"564","5768125144367104"
"565","6399146034462720"
"566","6550145839661056"
"567","5679552130973696"
"568","5763698660474880"
"569","5734519038541824"
"570","5022364605612032"
"571","6057081312378880"
"572","4857871011414016"
"573","6567178778181632"
"574","5854110154752000"
"575","5236362156441600"
"576","4644435132416000"
"577","6264580837736448"
"578","5118114190589952"
"579","5294517355806720"
"580","5706182891143168"
"581","5727500256673792"
"582","5751792927244288"
"583","5002386460377088"
"584","5095668804747264"
"585","6621442296774656"
"586","5610258655346688"
"587","5158085236621312"
"588","6585586030739456"
"589","5070863963521024"
"590","5046579031441408"
"591","5150407848361984"
"592","5746148736237568"
"593","5993624114298880"
"594","4897998458847232"
"595","5371469374685184"
"596","4693116602810368"
"597","5973874059509760"
"598","5945002127523840"
"599","4788561379328000"
"600","5726274379055104"
"601","5202208698138624"
"602","5178707589201920"
"603","6350428086206464"
"604","5414764326944768"
"605","5936087155343360"
"606","4847345493606400"
"607","5689377992736768"
"608","5769163133943808"
"609","666165151216435224"
"610","5659169558364160"
"611","5070847941279744"
"612","5365401793855488"
"613","4793400431738880"
"614","5129105280335872"
"615","5942054811074560"
"616","5279750180306944"
"617","5931384015159296"
"618","5706629987172352"
"619","6735623197032448"
"620","5252722118885376"
"621","5649185449705472"
"622","6306873795936256"
"623","5300840755625984"
"624","6270800730521600"
"625","4658856558854144"
"626","5705038919892992"
"627","5291391689162752"
"628","5174790474170368"
"629","6406872173117440"
"630","5951148599017472"
"631","5445596588539904"
"632","5379058669977600"
"633","6264412910387200"
"634","5086323647971328"
"635","6232623575728128"
"636","5586684011872256"
"637","5669574905167872"
"638","5168492177260544"
"639","5098124070617088"
"640","6624197623152640"
"641","5462368557465600"
"642","5831499400085504"
"643","5636649601990656"
"644","6667956360577024"
"645","6331520012779520"
"646","6457203657539584"
"647","4664617078882304"
"648","5746195427229696"
"649","5869987138895872"
"650","5273922077458432"
"651","6386615333158912"
"652","4865755598290944"
"653","6246187938086912"
"654","5691985792860160"
"655","6267130202816512"
"656","5407062678831104"
"657","5665536612499456"
"658","5652666520698880"
"659","6568784223535104"
"660","6207772894953472"
"661","5126205401464832"
"662","5705554198528000"
"663","6118688562348032"
"664","6309549174685696"
"665","6127524547395584"
"666","4903778411085824"
"667","4543433238642688"
"668","4632965690687488"
"669","6603736566726656"
"670","5641441594310656"
"671","4901382356205568"
"672","4683433435463680"
"673","5624494056013824"
"674","6402775667703808"
"675","6010561653374976"
"676","4523602300895232"
"677","5753746751488000"
"678","6019733757362176"
"679","5469077711618048"
"680","5079723642191872"
"681","6212764347400192"
"682","5110935219863552"
"683","5650980515348480"
"684","6311175839023104"
"685","6183903345770496"
"686","4874074148831232"
"687","5964268918800384"
"688","4746940428320768"
"689","5669330175918080"
"690","5562433020100608"
"691","5626937829490688"
"692","6191828265074688"
"693","5706423912628224"
"694","6391801501974528"
"695","5710841219383296"
"696","5895459516186624"
"697","5856920401346560"
"698","5798013133914112"
"699","6155348285063168"
"700","4743781916082176"
"701","5967265363132416"
"702","5914274157297664"
"703","5634017491681280"
"704","6490833415045120"
"705","6270306171748352"
"706","5447085327384576"
"707","5611423929466880"
"708","6193062833291264"
"709","6528000187170816"
"710","6531579769782272"
"711","5343920485564416"
"712","4530063005450240"
"713","5323358686150656"
"714","6714408310931456"
"715","5745478083805184"
"716","5573074602688512"
"717","5179473435557888"
"718","5258330914160640"
"719","5726255437578240"
"720","4706250616995840"
"721","5472912580542464"
"722","5662949851004928"
"723","5713091878715392"
"724","4993290076160000"
"725","5763359504859136"
"726","5573981109223424"
"727","5187639774806016"
"728","5760423194263552"
"729","5122025819471872"
"730","4982031159132160"
"731","5702461587193856"
"732","4943858509021184"
"733","5199066472382464"
"734","6173514524524544"
"735","6282415957868544"
"736","5539560708636672"
"737","5798657664221184"
"738","5933936010067968"
"739","6260589919731712"
"740","4849861794988032"
"741","5190910111383552"
"742","5068644404953088"
"743","6113626138083328"
"744","4824908215353344"
"745","6042265273237504"
"746","5878653472735232"
"747","6240381427515392"
"748","5481484731285504"
"749","5745478721339392"
"750","5858626946203648"
"751","5735256044863488"
"752","6134581551955968"
"753","6453198185299968"
"754","5162590355324928"
"755","4817658528661504"
"756","5680422247727104"
"757","5482060084936704"
"758","5945234697486336"
"759","5697789535191040"
"760","6058051945627648"
"761","5851757150208000"
"762","6521389695631360"
"763","5717713666179072"
"764","5729401585008640"
"765","5102288829939712"
"766","4757519205400576"
"767","6332308609040384"
"768","4555692950159360"
"769","6218785488896000"
"770","5444207703490560"
"771","6532360753381376"
"772","5086642733842432"
"773","4807158021488640"
"774","5036296841986048"
"775","5712635827847168"
"776","4869099771396096"
"777","5076717148307456"
"778","5781109669363712"
"779","6014869270691840"
"780","6545479194116096"
"781","6736158562189312"
"782","5171780238966784"
"783","5678050133934080"
"784","5746987982913536"
"785","5760571131559936"
"786","6066803746799616"
"787","5699760136650752"
"788","4884072144830464"
"789","6094210054750208"
"790","4911146561699840"
"791","5445253259591680"
"792","6308714692739072"
"793","4984161571962880"
"794","4617133900169216"
"795","6267783167868928"
"796","5091868211675136"
"797","5662764496322560"
"798","6034711243653120"
"799","5354135255777280"
"800","6650252400525312"
"801","5879165484007424"
"802","6471331314925568"
"803","6493658429784064"
"804","4713754558201856"
"805","5675377120772096"
"806","5394619890139136"
"807","4894296465473536"
"808","4995699296960512"
"809","5739761650106368"
"810","5632187311325184"
"811","5532475723874304"
"812","5400668542074880"
"813","6231393600274432"
"814","6330815684280320"
"815","633341035203788839"
"816","5856625122344960"
"817","6046232631836672"
"818","6636928711524352"
"819","5959564251889664"
"820","6195440429039616"
"821","6708157518708736"
"822","6427702869360640"
"823","6601961235283968"
"824","5053303398334464"
"825","6572383406129152"
"826","5699272674639872"
"827","6010547220774912"
"828","5875091304873984"
"829","5889294526840832"
"830","4566874197065728"
"831","6229697578926080"
"832","5701299932758016"
"833","5693113825755136"
"834","5672062781751296"
"835","6316892713123840"
"836","6067610932215808"
"837","5386054815186944"
"838","5696568489410560"
"839","5618965564882944"
"840","5393635000451072"
"841","5024830617288704"
"842","6553181576232960"
"843","6278761725034496"
"844","5938336069844992"
"845","6442540907626496"
"846","5119075860611072"
"847","5569789577658368"
"848","5703074408562688"
"849","5480429024968704"
"850","6303330980593664"
"851","5421711453323264"
"852","4905540316561408"
"853","5729167643508736"
"854","6346594588819456"
"855","5863985995841536"
"856","5523022232420352"
"857","5103972826218496"
"858","5764440750292992"
"859","5137626763886592"
"860","5505284583718912"
"861","5123843190423552"
"862","4534003499532288"
"863","5671898146930688"
"864","6309153987362816"
"865","4645675333582848"
"866","4937434311688192"
"867","4906127758196736"
"868","6561451267325952"
"869","6679551329435648"
"870","6036712115404800"
"871","4741909146763264"
"872","6064334572617728"
"873","4825587352862720"
"874","5154419817578496"
"875","5675211915526144"
"876","5025885841260544"
"877","5524522786619392"
"878","5721530587676672"
"879","5972493512736768"
"880","5186985329164288"
"881","6255603378814976"
"882","5650964593770496"
"883","5436949208760320"
"884","6600828555100160"
"885","4652993660059648"
"886","6204044326469632"
"887","5079825832214528"
"888","4692596479754240"
"889","5769615800008704"
"890","5741792917979136"
"891","5137634900836352"
"892","6425260912017408"
"893","4867790880112640"
"894","5687310972616704"
"895","6265230728364032"
"896","4848741387337728"
"897","5194732246401024"
"898","5760101759582208"
"899","6349133422002176"
"900","5655075460481024"
"901","5325442726756352"
"902","5390582620880896"
"903","5537312645578752"
"904","5329131029921792"
"905","4787639542611968"
"906","4830052512432128"
"907","5080591909257216"
"908","5728996432019456"
"909","4829130168205312"
"910","4774007853285376"
"911","5119938477948928"
"912","5861712246865920"
"913","6418517276491776"
"914","5229784141398016"
"915","5096842811408384"
"916","5841734697222144"
"917","5310261955133440"
"918","5919750358040576"
"919","5149305635602432"
"920","5791587774758912"
"921","5741467490320384"
"922","5112083804848128"
"923","5566121960800256"
"924","5538037438087168"
"925","6197097485303808"
"926","5786086559186944"
"927","5169501310025728"
"928","6111651547840512"
"929","5403744711737344"
"930","5478470670876672"
"931","5663163173306368"
"932","6599790561329152"
"933","5323009631977472"
"934","6750378657841152"
"935","4795602932072448"
"936","5406460846538752"
"937","4782012619554816"
"938","5240379293040640"
"939","5323265618739200"
"940","4774797217103872"
"941","5667828111769600"
"942","5659153485791232"
"943","6736566168846336"
"944","5756034878537728"
"945","5648289265352704"
"946","5407326550884352"
"947","5705867060051968"
"948","5733573235572736"
"949","6100987391508480"
"950","6670179543023616"
"951","4750085590089728"
"952","6662034271764480"
"953","5388819268370432"
"954","5646768846929920"
"955","6632821770682368"
"956","5174985047932928"
"957","5055752603435008"
"958","5929347076587520"
"959","4663057561157632"
"960","6184624661200896"
"961","6546387575504896"
"962","4710972124037120"
"963","5797622744875008"
"964","5177472718995456"
"965","6651230537383936"
"966","5289936672522240"
"967","5757955383230464"
"968","5258851678945280"
"969","5723827371769856"
"970","5755799502585856"
"971","5157548684476416"
"972","6317150578933760"
"973","5605909363425280"
"974","4822177551482880"
"975","5744384377094144"
"976","6301148688416768"
"977","6399451648229376"
"978","5683108296785920"
"979","5173317455577088"
"980","5847546735886336"
"981","6468273398874112"
"982","6738937301172224"
"983","5667575665000448"
"984","6745892958765056"
"985","5719000449286144"
"986","6501310186651648"
"987","6275421867868160"
"988","5234906158333952"
"989","6342717172875264"
"990","5270008154292224"
"991","5625111189127168"
"992","6255510567256064"
"993","5518532007690240"
"994","5759299284369408"
"995","6573826515140608"
"996","5832686790770688"
"997","5302504279506944"
"998","4660236048662528"
"999","6551073552596992"
"1000","4705705256812544"
"1001","5556240029581312"
"1002","6191292732145664"
"1003","6210077077798912"
"1004","5856900369350656"
"1005","6110117984468992"
"1006","4682569610166272"
"1007","6462770904039424"
"1008","5344373873049600"
"1009","5873451294261248"
"1010","5676863716327424"
"1011","5980391953399808"
"1012","5666063601631232"
"1013","5944066734817280"
"1014","5796663188783104"
"1015","6088952893145088"
"1016","5109252494458880"
"1017","4772513947058176"
"1018","4811112746844160"
"1019","5678822993166336"
"1020","6013602553135104"
"1021","5944585083682816"
"1022","5199344907059200"
"1023","5684633396051968"
"1024","6222646798712832"
"1025","4520352776454144"
"1026","5196622921203712"
"1027","6057571345498112"
"1028","4554727492681728"
"1029","6342035179044864"
"1030","6298536287141888"
"1031","5768586333257728"
"1032","5223617545633792"
"1033","6251014088818688"
"1034","5192435915292672"
"1035","6461896848834560"
"1036","5125474086813696"
"1037","6253715082182656"
"1038","5746664065204224"
"1039","6328345780289536"
"1040","5337175507861504"
"1041","6303447032791040"
"1042","6295719514210304"
"1043","4868961313226752"
"1044","5726910973739008"
"1045","4780537008881664"
"1046","6436647944060928"
"1047","6032812100550656"
"1048","4821720942772224"
"1049","5654926717878272"
"1050","5682793942089728"
"1051","4753001302458368"
"1052","5250881830256640"
"1053","5261150555996160"
"1054","6702404397432832"
"1055","5163390947295232"
"1056","6065655811932160"
"1057","4983834886012928"
"1058","5676088172740608"
"1059","6009765775802368"
"1060","5745728651526144"
"1061","4576116866023424"
"1062","5340207754772480"
"1063","4901125731909632"
"1064","5682888431370240"
"1065","6078886290915328"
"1066","5964837997772800"
"1067","5246206221484032"
"1068","5645959497252864"
"1069","4653004800131072"
"1070","6290995268288512"
"1071","4545098612211712"
"1072","6217768118517760"
"1073","5740456289763328"
"1074","5755131391901696"
"1075","6318424674271232"
"1076","6047203290251264"
"1077","6268592802758656"
"1078","5655204733124608"
"1079","5672699846197248"
"1080","5980282020691968"
"1081","5061105479057408"
"1082","4949320231026688"
"1083","6337226162044928"
"1084","6613809707876352"
"1085","515456532637286415"
"1086","56319925320417284"
"1087","5102438633701376"
"1088","4695037526933504"
"1089","5187659710332928"
"1090","4958981357305856"
"1091","4625186963849216"
"1092","5265931123032064"
"1093","4798066544607232"
"1094","6297075465584640"
"1095","4790766127808512"
"1096","4811080429731840"
"1097","6508201457483776"
"1098","4708950104604672"
"1099","5707977768042496"
"1100","5883516336209920"
"1101","5224286990106624"
"1102","6098361543294976"
"1103","4992570316816384"
"1104","5633093469732864"
"1105","4580311270686720"
"1106","5654852243816448"
"1107","5464003107094528"
"1108","5731366549323776"
"1109","5687773939892224"
"1110","6103211005968384"
"1111","5896123357069312"
"1112","6228293833457664"
"1113","4865566351294464"
"1114","5478424885854208"
"1115","6549746244124672"
"1116","4799243470503936"
"1117","6281244652339200"
"1118","4740966300778496"
"1119","4970990517878784"
"1120","5805112446418944"
"1121","5603825327013888"
"1122","5666296330977280"
"1123","5154962493407232"
"1124","5890668467585024"
"1125","6317168111124480"
"1126","5228047665987584"
"1127","5420654803288064"
"1128","5610333548838912"
"1129","5125881102073856"
"1130","5734111352193024"
"1131","6264117564276736"
"1132","5722365350641664"
"1133","4579514185154560"
"1134","6639596691521536"
"1135","5968642537684992"
"1136","5534980222484480"
"1137","6062248564883456"
"1138","5961773173702656"
"1139","5704360180842496"
"1140","5695882972364800"
"1141","6282552197251072"
"1142","6045919053086720"
"1143","5647343399469056"
"1144","5849993290186752"
"1145","5718547145687040"
"1146","5220363403264000"
"1147","6539452012822528"
"1148","5821280867581952"
"1149","5671626754490368"
"1150","6561202159222784"
"1151","6502933935947776"
"1152","4627236200120320"
"1153","4616257080918016"
"1154","6473376218480640"
"1155","4809221753274368"
"1156","4697773463044096"
"1157","5100938800922624"
"1158","6230839989895168"
"1159","4547632202514432"
"1160","6323674634256384"
"1161","5351556027252736"
"1162","6572839410860032"
"1163","5776997334646784"
"1164","5144666483720192"
"1165","5708470816866304"
"1166","4661064406925312"
"1167","5875212935495680"
"1168","6298912906280960"
"1169","5416074308747264"
"1170","4906274458173440"
"1171","4625467378237440"
"1172","5186072736694272"
"1173","6694461094494208"
"1174","4536599941480448"
"1175","5334801364025344"
"1176","6034730810081280"
"1177","4820391889469440"
"1178","6012840833974272"
"1179","5094363071774720"
"1180","6509043371737088"
"1181","6068953109495808"
"1182","6123999318769664"
"1183","6031914653712384"
"1184","4884709813256192"
"1185","6754119578550272"
"1186","4703334434865152"
"1187","6348801904214016"
"1188","5694304789987328"
"1189","5213601681899520"
"1190","5791194307100672"
"1191","5635403222614016"
"1192","5737740427591680"
"1193","363628"
"1194","5692525247463424"
"1195","5488948809826304"
"1196","5707924349386752"
"1197","5722385420386304"
"1198","5060921898565632"
"1199","5666922779639808"
"1200","5015186104647680"
"1201","5414522768588800"
"1202","5535825261494272"
"1203","6258068287389696"
"1204","5639159909711872"
"1205","5513750467575808"
"1206","4733719201972224"
"1207","5741404156329984"
"1208","5994804391444480"
"1209","5718110015324160"
"1210","4749548148752384"
"1211","6468907439226880"
"1212","4977477755600896"
"1213","5430101218951168"
"1214","5177816568037376"
"1215","5084942937620480"
"1216","4716800226885632"
"1217","5645754429341696"
"1218","5890616936366080"
"1219","5357692029763584"
"1220","5693241802358784"
"1221","5925857969307648"
"1222","6209325424967680"
"1223","4529015670964224"
"1224","5658176682721280"
"1225","5174028520128512"
"1226","5836503573856256"
"1227","4949570681307136"
"1228","5079957193621504"
"1229","6336391864647680"
"1230","6106565748719616"
"1231","4588847371386880"
"1232","4668764675112960"
"1233","5719793860608000"
"1234","6230192070590464"
"1235","6538184892612608"
"1236","5746751961038848"
"1237","6242059379802112"
"1238","4922983827111936"
"1239","6397018817691648"
"1240","5095624668086272"
"1241","5809156174905344"
"1242","721001"
"1243","4838811020296192"
"1244","5072625638309888"
"1245","4954499726704640"
"1246","5303839582322688"
"1247","5857848219140096"
